x1,x2,y
1.3555985342305417,0.3191657262274449,0.0
-0.43274914769469386,1.555902948992912,1.0
-1.5130169216624103,1.633289783693196,1.0
0.8435647520130886,0.8230093297295027,0.0
1.1562936740272722,1.0245685342422977,0.0
-1.2782852849823914,1.8279924373797223,1.0
1.6609103133656213,1.962009949814947,0.0
0.16407391726244447,1.2672412538227724,1.0
1.8464875929907656,1.7279863614543634,0.0
1.361649953141236,0.5979539359368562,0.0
1.429915235543268,0.6593026048214471,0.0
1.6242043839398064,0.9327500788113958,0.0
0.07297455275558551,1.186214541917625,1.0
1.31216550039374,1.330450230618768,0.0
-0.5151367535505518,1.084742510649753,1.0
1.347911420461841,1.1925237317394919,0.0
-0.7928494300438393,1.6790137825312037,1.0
2.024146649038365,2.0191207530361006,0.0
0.2716132027117383,1.53880377397979,1.0
1.137626290061832,1.3305087414537469,0.0
0.21278450676720406,1.38942017445514,1.0
-1.801411392271398,1.9896101609055967,1.0
-0.1441020257858462,1.2801654618191098,1.0
-0.767592571025091,1.7001041051509795,1.0
1.015714647885758,1.6538526992035045,0.0
-0.6826016606085916,1.1258980043760953,1.0
1.357213025707196,1.4010912971762002,0.0
-0.29077769792346764,0.9078006097033104,1.0
-1.5509909785246148,1.5059460744273347,1.0
0.27759199451343874,1.95740188636807,1.0
-0.1152075737669721,1.5378595270617694,1.0
1.9204262034572217,1.470759347679663,0.0
1.3248809202268697,2.203743742909432,0.0
-0.96203480282204,1.0938583606599686,1.0
1.9672500421928238,1.9643255399171098,0.0
-0.6417310734317911,1.5737182960319702,1.0
1.1859213556091037,1.0175588546802365,0.0
0.5944086243882893,1.5134086697349076,1.0
-0.18872334777012956,0.8985373123818446,1.0
1.5236240840196482,1.1227527038821388,0.0
1.2851255786934268,0.38054832730234633,0.0
1.7801393811822515,1.829170230483939,0.0
2.0013641998231226,1.6777624997347989,0.0
0.7992619945994711,0.9769374051864883,1.0
0.05442029781946944,1.2207405194709358,1.0
0.635157999888704,0.6371602525512611,1.0
-0.5186126944297158,1.7213218524492189,1.0
0.4096469206948766,0.5207643245708565,0.0
1.2376739120476548,1.2731873820331976,0.0
0.22040144374816606,1.4110140470206565,1.0
0.8674745137690589,0.6339654023016263,1.0
2.713959223081262,2.9029386342427177,0.0
-1.6701249649784478,1.9098800755231062,1.0
1.3901093964226638,2.066171068144693,0.0
1.4004891707385756,1.2781948955320959,0.0
1.3721791234617253,1.8879643032586486,0.0
-0.44012722602228016,1.44696903921718,1.0
-0.06186831439095575,1.6962290518633276,1.0
0.7079713831627452,0.6206602357167585,1.0
-0.48720482773317064,1.5147824898999036,1.0
-0.9986528950619475,1.6631805736653593,1.0
-0.7669362311188301,1.242309954085584,1.0
1.2281731098897466,1.1362477821194095,0.0
1.5777889403006626,2.3099964327019267,0.0
1.2134859186531315,1.0597372363375466,0.0
0.5734064940795043,0.7150231308555041,0.0
-1.0317024241828991,1.4615936078662313,1.0
1.0869542366377376,1.0366670849363029,1.0
1.7891411600437674,1.9469572046384078,0.0
-1.5441816468819431,1.406701250476228,1.0
1.379135678377276,0.9496909415106439,0.0
0.9060304508398221,0.7513895180373308,1.0
-0.34251470978490783,1.623770245598526,1.0
1.898188994367287,1.2550686856513056,0.0
0.6916231438388394,1.1595007082909459,0.0
-1.7698838006048736,1.370327591464569,1.0
1.1396167897280085,1.5155900210204396,0.0
-2.4290135507525754,1.6350183335828312,1.0
0.8156940259520487,1.1397023200137688,0.0
-1.7166104906280821,1.7034310326304791,1.0
1.6530494604735866,1.8634175204332486,0.0
1.333628660512658,1.1185374471875136,0.0
1.1827345512962326,1.4754883684259086,0.0
1.767935046567001,1.5835210597443035,0.0
-1.349545152580303,1.7093740198877123,1.0
-0.3830409435797113,1.3367296126939776,1.0
-0.5154680262306288,0.6763695179863527,1.0
1.4619266659798713,1.5076794259921606,0.0
-0.7053911225878463,1.8968033761936343,1.0
-1.4125319415616415,2.1731435319129693,1.0
1.2365116234653282,1.3522725217701654,0.0
1.4676213746516071,1.2934087175634377,0.0
1.715326208500982,1.9893051584838732,0.0
-0.6130282829864163,1.7975921554219592,1.0
-0.5223674522989448,1.0644048150876178,1.0
1.8257036914247893,0.7474728448302697,0.0
2.2290140857355856,1.4013248999253811,0.0
0.847134027094046,1.028536033694261,0.0
1.8674595642178176,1.8428686701790329,0.0
-1.0390894132030741,2.001708844284604,1.0
